,AAPL,ABBV,ABB,ABT,ACN,ADBE,ADI,ADP,AIR,ALV,AMAT,AMD,AMGN,AMT,AMZN,ASML,ASX,AVGO,AXP,AZN,BABA,BAC,BA,BDX,BHP,BKNG,BKR,BLK,BMY,BP,BSX,BTI,BUD,BX,CAT,CB,CFR,CI,CMCSA,CNI,COP,COST,CP,CRM,CSCO,CSL,CVS,CVX,C,DEO,DE,DHR,DIS,DTE,ELV,EL,EOG,EQNR,ETN,GE,GILD,GOOG,GS,HCA,HDB,HD,HON,HSBC,IBM,IBN,IDEX,INTC,INTU,ISRG,ITW,JNJ,JPM,KO,LIN,LLY,LMT,LOW,LRCX,MA,MCD,MC,MDLZ,MDT,META,MMC,MO,MRK,MSFT,MS,MUFG,MU,NEE,NFLX,NKE,NOW,NVDA,NVO,NVR,NVS,ORCL,PANW,PBR,PDD,PEP,PFE,PG,PLD,PM,PYPL,QCOM,SAP,SBUX,SCHW,SHEL,SHOP,SLB,SNY,SONY,SO,SYK,TD,TJX,TMO,TMUS,TM,TSLA,TSM,TTE,TXN,T,UL,UNH,UNP,UPS,VRTX,VZ,V,WFC,WMT,XOM,ZTS,ADA,BAT,BCH,BNT,BSV,BTC,DAI,DASH,DOGE,EOS,ETC,ETH,LTC,NEO,OMG,QTUM,REP,TRX,USDT,UST,XLM,XMR,XRP,XTZ,XVG,ZEC,ZRX,CIBR,DIA,DJD,DJP,DVY,FDLO,FDN,FNGU,FTXO,IBB,IDU,IEO,IJH,IJJ,IJK,IJR,IJS,IJT,ITB,ITOT,IUSG,IVE,IWB,IWM,IWV,IYE,IYF,IYJ,IYR,IYT,IYW,IYY,KBWB,OEF,ONEQ,PNQI,QQQ,QTEC,QYLD,ROBT,RPG,RPV,SLYG,SLYV,SLY,SOXX,SPY,SVXY,XTN
const,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003114626741791769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003707895697677916,0.0,0.0,0.0,0.0,0.0,0.0005907782827125141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004964720977247958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1.AAPL,-0.2541560246437351,0.0,0.0,-0.275518374449422,0.0,-0.35505728220682353,-0.26974161131192115,0.0,0.0,0.0,-0.4652503922241672,0.0,0.0,0.0,0.0,-0.4391391150458985,0.0,0.0,0.0,-0.2910111079793822,0.0,0.0,-0.5831694553588421,-0.23852665628981504,0.0,0.0,0.0,0.0,0.0,-0.5494707770806369,-0.32369564880487683,0.0,-0.3825954242534956,0.0,0.0,0.0,0.0,-0.2980375434252486,0.0,0.0,0.0,0.0,0.0,-0.2607816912887316,0.0,0.0,0.0,0.0,0.0,-0.2965748512770798,0.0,-0.39649836129995614,-0.32461461215119225,0.0,-0.6031721841461887,0.0,0.0,0.0,0.0,0.0,0.0,-0.21646910743559186,-0.29511399139993794,-0.6205826613395139,0.0,0.0,0.0,-0.29194064100842476,0.0,0.0,0.0,0.0,0.0,-0.40862243668585696,-0.27851557305939584,0.0,0.0,0.0,-0.35752815640391017,0.0,0.0,-0.30634668786392755,-0.6894466219814098,-0.3218320364953358,-0.389980296724857,0.0,0.0,0.0,0.0,0.0,0.4505338580702022,0.0,-0.3446141383522427,-0.40966347929463254,0.0,-0.5100382504366764,0.0,-0.37484606774509277,-0.29996435194214194,-0.44702598183388675,-0.38663360897030336,-0.4107269823325208,0.0,-0.3716411392695594,-0.25172215344884735,0.0,0.0,-0.39503065539507337,0.0,0.0,0.0,0.0,0.0,-0.2773213615835987,-0.2820308131256658,-0.3303112399144985,-0.259771220826993,-0.3547153066322915,-0.5577346805342802,-0.796785595239958,0.0,-0.3714047855881287,0.0,0.0,0.0,0.0,0.0,-0.29608309250094356,-0.26887806334166886,0.0,-0.6076561424763993,-0.2343156445473177,-0.5715514698606124,0.0,-0.23777096357138286,0.0,0.0,-0.4086809948972926,-0.24929645906402087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6527971352311713,0.6962478796632081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6267023298540874,0.0,0.0,0.6230038258410219,0.4791040698141574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200079087970597,0.4391233956739613,0.0,0.0,0.0,0.7353045725632903,-0.21924132938306334,0.0,0.0,-0.16462465036176369,0.0,-0.1814814461689254,-0.2580952828804199,-1.2041863564167536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18911316815635437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.228224856261832,-0.2141744116293019,-0.3580190761172577,0.0,0.0,-0.3493459018114306,-0.19570053282994376,-0.31287370603791437,-0.18039580176508405,-0.2977570525257721,0.0,0.0,0.0,0.0,0.0,-0.3080649483559782,-0.18625022802370347,-0.3131558822452368,0.0
L1.ABBV,0.0912626215502423,0.10644220217434958,0.10870984767049269,0.0,0.20659376778103197,0.09756776518665274,0.10859719651393682,0.10998288659201137,0.30722285006662803,0.0,0.0,0.15373875060054804,0.124449245834084,0.0918515752244148,0.10587930095888307,0.13115385213037492,0.09262284833053154,0.18727313289692057,0.2512494779727207,0.07832702919115378,0.0,0.1879256203241203,0.26453250339959716,0.0,0.12960254953424294,0.0,0.2114775190664285,0.14358286024308498,0.07111829466074518,0.0,0.15278363139224296,0.17860543198413117,0.0,0.20563981604986212,0.0,0.1607504495308246,0.204041202260624,0.10461413275671777,0.16325446369069505,0.1622170110722042,0.16443287546076937,0.05390978624513743,0.10804153034243157,0.11146677690873072,0.09017847567911857,0.0,0.0,0.0,0.17980415565566646,0.13107355387982816,0.0,0.07069648036907282,0.22242692467946643,0.10947373861955621,0.12771369030649593,0.10245857195385753,0.0,0.0,0.0,0.20669536832589286,0.11936198147520015,0.11189468362636451,0.13045681618214383,0.19067188423040188,0.0,0.1039760584997589,0.1504869797558461,0.10376787076646513,0.0,0.0,0.0,0.14233879376430109,0.0,0.0,0.1251525019340536,0.0,0.18576198438548652,0.08138205678465109,0.08855576020342537,0.0,0.0,0.14986783421163727,0.0,0.0,0.10645790116045134,0.0,0.10014119292291095,0.09352009832159906,0.21020044128694607,0.12379517545362322,0.08432063950736778,0.0,0.1600335151918248,0.15870987703016398,0.09963958883931416,0.2004999467194696,0.11459000943785996,0.08079801793597573,0.0,0.11626382752272262,0.1730033113455902,0.0,0.0,0.0,0.10204127224492957,0.113971622557684,0.2798813671852373,0.0,0.07846773977681754,0.0,0.08643492359178281,0.1305961631559479,0.11700501583209706,0.1146758512072529,0.23147875307564036,0.11371405135739578,0.12375952342775234,0.1485686465158779,0.0,0.0,0.0,0.0,0.0,0.12964928742579024,0.0,0.13740817575818068,0.13385273467975112,0.07027576429542559,0.0,0.0,0.19589088314698022,0.10655817059629528,0.0,0.0,0.12093966746397476,0.10341306655196743,0.11078638209329286,0.15822822512569196,0.0,0.09357462562498521,0.05390590012115898,0.14373147526063954,0.15269332408830694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0547571529185722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7016107506170289,0.0,0.0,0.0809576158928926,0.11925681243181603,0.10507895814760809,0.0,0.12014798762176382,0.09965407883687091,0.10189970134401566,0.36015566552534023,0.19454313796837533,0.0806269474199311,0.08304002702352944,0.0,0.11323123766607261,0.13794070830347066,0.1161331067383573,0.16060597722933878,0.14624228733226594,0.17382463890944755,0.12825204588017802,0.1081318110569592,0.10802761790418626,0.11386196883102988,0.10843055572995876,0.13309366165035577,0.09952470571576842,0.0,0.13091063495317792,0.10523594810337297,0.13155220168706117,0.1448826937646868,0.1196003576085769,0.11381079407880447,0.1779849742926789,0.12246565590824084,0.0944042167470948,0.0766143412242272,0.11459058034004906,0.11157055401284835,0.07101615955918476,0.09862488056800857,0.11486267159992,0.12963929128182544,0.13318470124710474,0.14061676417350452,0.17517281782918098,0.13105368766608538,0.11532598807680249,0.1641673278712934,0.13819283777673777
L1.ABB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21311548877786143,0.0,0.0,0.0,0.0,0.0,0.14210612389053834,0.0,0.0,0.0,0.0,-0.21549464446778907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21876964834814625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1973087811442948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23612917315805537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21217807357497184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11938716008514506,0.0,-0.319104183823728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19013944885582562,0.0,0.0,0.0,0.3540572125303763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29391929328190275,0.0,0.0,0.0,0.0,0.0,0.28604059057896164,0.0,-1.0811824898505211,0.0,0.41077606390232735,0.0,0.0,0.0,0.0,-0.11004587580237146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1.ABT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12163402981907986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09332959180749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11262551620878507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24282070455339322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11911630255101364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1091471699893398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1.ACN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17457232076067328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22728334505655515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966377420664082,0.16482957612797286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18357534898939887,0.0,0.0,0.10018503487601585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08741394123814335,0.0,0.0,0.19091290648514908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13394686897246277,0.0,0.16820731763543798,0.0,0.0,0.10150148847403412,0.0,0.0,-0.5666900073150095,0.0,0.0,0.0,0.0,0.0,0.15632209920293824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11625160446684765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14210406808539286,0.0,0.0,0.0,0.0,0.1944961668582199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10660188579770899,0.13067707565292347,0.0,0.17325242040439323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1324876334558739,0.0,0.11337291575505616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15638769402121006,-0.08816664476447982,0.0,0.0,0.0,0.0,0.22557466332620174,0.0,0.0,0.0,0.0,0.0,0.0,0.017881439756877025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10479790784411416,0.0,0.0,0.0,0.0,0.0,0.1004057996987463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08555316808919312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13797351775144803,0.1208266254023255
L1.ADBE,0.0,0.0,0.0,-0.14031827970093416,0.0,-0.18516829309376442,0.0,0.0,-0.3229058724015976,0.0,0.0,0.0,-0.16929305622201346,-0.16926799823897515,0.0,0.0,0.0,-0.2128516046648119,0.0,-0.13982133022477952,0.0,0.0,-0.3052547006734458,-0.20233713484595195,0.0,-0.22069693393631273,0.0,0.0,-0.1343134097874862,0.0,-0.28177018846210017,0.0,0.0,-0.30915827646979077,0.0,0.0,0.0,-0.18514088359937048,0.0,-0.13099448245549522,0.0,0.0,0.0,-0.20708378289827634,-0.16757981367042624,0.0,-0.22301658070307753,-0.2484065249752483,0.0,-0.12211785886613138,-0.16056345969812164,-0.1538777801004403,0.0,0.0,0.0,-0.2809818450357413,0.0,0.0,0.0,-0.35155233759566357,0.0,-0.17680405347103625,0.0,-0.38455731203503685,0.0,-0.1406600434859844,-0.17405827112114944,-0.12480428157681939,-0.14111984097574137,0.0,0.0,0.0,-0.2007859927733021,-0.23586777426658737,-0.1482917703996772,0.0,0.0,-0.11966662242216022,0.0,-0.19540055942443882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20755039491883476,-0.1790283818474736,-0.2078372334610237,-0.14558743834163607,0.0,0.0,0.0,0.0,0.0,0.0,-0.13147026504690434,0.0,-0.24391428419219077,0.0,0.0,0.0,0.0,-0.1325751571045588,0.0,0.0,0.0,0.0,0.0,0.0,-0.1636049914679132,0.0,0.0,0.0,-0.12284204355167071,-0.19510005510547182,0.0,0.0,-0.2271692137252951,0.0,-0.13790964888946744,0.0,0.0,-0.17251970617910153,0.0,-0.23121284180198218,-0.16544775480256868,0.0,0.0,0.0,0.0,0.0,0.0,-0.15519628151328774,-0.10644452746816667,0.0,-0.18545939982761606,0.0,-0.15196869963231946,0.0,-0.13683679877433783,0.0,-0.08688337900178088,-0.1892006640109483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.141995473649284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39771012218512336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1075506187074922,-0.12137527950861743,0.0,0.0,-0.14678388498819883,-0.1609109639973513,-0.16323966688700386,-0.45016083372932264,0.0,-0.13960825033551855,0.0,-0.2422249952986608,0.0,-0.1622732433687824,0.0,-0.15956110400424625,0.0,0.0,0.0,-0.1308353403574425,-0.10930827123378785,-0.1374899600263153,-0.12260421278873701,-0.1535960528323607,-0.11485147403833526,-0.22854227149757333,0.0,-0.13779934720671375,0.0,-0.15037816168697754,-0.12742430448742742,0.0,0.0,-0.11074081797784788,0.0,-0.13583493520055756,-0.10788763228222968,0.0,0.0,-0.12955840590339165,0.0,-0.1928919322184488,0.0,0.0,0.0,0.0,-0.12240059618378349,-0.1760706456556375,-0.20308720564245936
L1.ADI,0.0,0.0,0.14633107742219337,0.0,0.15327495275188027,0.0,0.0,0.0,0.2874122785874016,0.1859431661208943,0.0,0.0,0.0,0.0,0.0,0.1312596436048122,0.0,0.0,0.0,0.10291798175241132,0.12754778646196577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15467556239869446,0.0,0.0,0.24461866892520154,0.0,0.0,0.0,0.0,0.0,0.10816379288230937,0.0,0.0,0.13243064905267743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13194019825021758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270643233213168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15311870660314786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11895200421465843,0.0,0.0,0.10997095962487755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28013635279589516,0.0,0.0,0.0,0.0,0.2202403157243877,-0.09614710493168235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10138331071107728,0.0,0.0,0.0,0.08235762919684209,0.0,0.0,0.10828382131454489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8736981246552202,0.29472269182213606,0.0,0.09173140529805056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10132685862044734,0.0,0.0,0.0,0.16889109316083933,0.1217913302677239,0.14236373448888553,0.1510196435840997,0.15006372740709323,0.161178857648145,0.0,0.0,0.0,0.0,0.12256452534625141,0.0,0.0,0.0,0.0,0.0,0.12713782837526574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10942845320480143,0.0,0.11363607644604723,0.13974402773435657,0.0,0.18333709059516254,0.0,0.17437533784009984,0.0,0.0,0.0,0.14051000942010908
L1.ADP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16039934799212496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10583140675299488,0.0,0.0,0.0,0.0,0.0,-0.15612671684875218,0.0,0.0,0.0,0.0,0.0,0.0,-0.31647415495706166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2304901016301508,0.0,0.0,0.0,-0.1857441675454973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11512148396019282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10809475157329808,0.0,0.0,0.0,0.0,0.0,0.0,-0.1222843384220822,0.0,-0.12014652442804509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09318605761475782,0.0,0.1479829293990448,0.13462508146706342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13073452481717468,0.0,0.0,0.0,0.0,-0.11164965381957445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13367844395770548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5842473880294796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34032058428793277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1.AIR,0.05369911028921107,0.0,0.09067621527087526,0.042078783818698506,0.05403848914434015,0.06238159822005382,0.11526615200779211,0.07201127323678977,0.20963783722053342,0.12142502302403699,0.10701179957001009,0.0,0.0,0.07024251986023392,0.0,0.0920337257108707,0.0643637366974351,0.0,0.12669969601077177,0.0,0.0,0.10185926186629872,0.13791870838362633,0.04312555112421969,0.07749330414695166,0.09273397092165511,0.11331193599114678,0.0639116210772207,0.0,0.0844599267001897,0.07775896309344826,0.0,0.07767549908442448,0.08154439560477253,0.0,0.1050427471415244,0.12119099791007154,0.07660181651378212,0.0,0.06816084918770099,0.0,0.03232134223022053,0.046581285528465376,0.0,0.055427860865657694,0.08048570273573954,0.0,0.0899630512343126,0.13253522211600577,0.0,0.11816043222777081,0.043775946309988066,0.07533068285070191,0.09768733775121805,0.09267435768013096,0.058213189263033184,0.0,0.08873075932248545,0.13583176174075956,0.10868309447975283,0.0,0.0,0.0882319668473208,0.13914534698431766,0.09217851594170039,0.08449531757879805,0.1229649468620784,0.05994263335256715,0.05275285737375125,0.0,0.0,0.0,0.054193917683198096,0.09586309446999579,0.06711332937165629,0.0,0.08804618955845026,0.05903347339230954,0.0793346282835068,0.04465217745598288,0.06277270724592905,0.08669200426910648,0.10895573244221607,0.09528064441571268,0.08888702122099552,0.0,0.069401563080914,0.0626817850752744,0.0,0.056128992413294124,0.0,0.0,0.043251544329298286,0.14912498734526042,0.0646812214141067,0.08125243336138417,0.05054679500585642,-0.05440900353085886,0.05291207427200234,0.0,0.0947043008916937,0.0,0.1528168438317377,0.042001631194113764,0.0,0.0,0.09994319400249592,0.0,0.051247738378257496,0.0,0.045393301562084355,0.11213475475667627,0.05699143504848704,0.09388693497326905,0.08906667749341672,0.05628265694047688,0.10294332613902217,0.0,0.10378392364167406,0.0762282144011425,0.0,0.06245190087057007,0.0,0.0813096950337236,0.06114606157253563,0.06659779366383776,0.09815115626026952,0.0,0.0,0.059122054122169164,0.0,0.08414841683250725,0.12328670867289077,0.08631179060759317,0.06363998899567079,0.03570835312328642,0.05916383943462198,0.09350462435609594,0.0,0.05813672922174878,0.0,0.09225041564879892,0.12460537358890994,0.0,0.06728263020677383,0.05516653707808061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18921493748570173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003488335799819626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04301834098692983,0.06389213233066464,0.05177566952224152,0.03125186298268417,0.07589785215013573,0.06166331527347792,0.050034128275373874,0.0,0.14273307034741706,0.056239001316190196,0.06715769422652793,0.09130970605564444,0.09193723784612434,0.09880871126217285,0.08413150761552801,0.10333425695682408,0.1079040888234398,0.09361550976529015,0.15475626426869632,0.06704614035840992,0.05797210144730758,0.07062612552892064,0.06541809367464352,0.0961857815382053,0.06842060341660929,0.08659190872586152,0.10241888915932061,0.07834766918422961,0.09771041778989788,0.08201602343829541,0.05337083042388337,0.06598874357332378,0.12069207328883877,0.05341058895935283,0.059746779582013104,0.05521824174455556,0.05134847794141954,0.06824207610509306,0.0,0.10093726552082304,0.0886516432398507,0.10192953916013386,0.09636822953548912,0.11096878620018633,0.0976086083999825,0.08192132157444573,0.06123902776664366,0.07561054714428148,0.07732783346841163
